"ID","Lake","Lake_type","ID_Art","Order","Suborder","Taxon_agg","Taxon","BD","ship_EM","ship_DM","ship_DM_I","DM_all","AFDM_all","LOM","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","ind_14","ind_15","ind_16","no_ind","length_ind","M_ind","M_type"
142,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",67.49,67.68,NA,0.19,NA,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.42,0.19,"DM"
143,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",68.29,68.41,NA,0.12,NA,NA,2.87,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.88,0.06,"DM"
144,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",65.89,66.42,NA,0.53,NA,NA,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.34,0.53,"DM"
145,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",67.74,68.03,NA,0.29,NA,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.28,0.29,"DM"
146,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",66.59,66.83,NA,0.24,NA,NA,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.82,0.24,"DM"
147,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",52.85,53.17,NA,0.32,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.25,0.32,"DM"
148,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",52.79,52.98,NA,0.19,NA,NA,2.54,2.57,2.59,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.56,0.05,"DM"
149,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",93.5,95.39,NA,1.89,NA,NA,0.4409,0.4842,0.4886,0.4503,0.4774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.47,0.38,"DM"
150,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",105.94,107.79,NA,1.85,NA,NA,0.4906,0.4457,0.4961,0.4948,0.4397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.47,0.37,"DM"
151,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",104.95,106.36,NA,1.41,NA,NA,0.4746,0.4761,0.4959,0.4662,0.4589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.47,0.28,"DM"
152,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",53.39,53.61,NA,0.22,NA,NA,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.84,0.22,"DM"
153,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",52.49,52.81,NA,0.32,NA,NA,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.92,0.32,"DM"
154,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes cinereus","BL",59.09,59.21,NA,0.12,NA,NA,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.94,0.12,"DM"
155,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",120.65,120.69,NA,0.04,NA,NA,0.2737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.27,0.04,"DM"
156,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",121.39,121.57,NA,0.18,NA,NA,0.2773,0.3005,0.3006,0.2845,0.2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.29,0.04,"DM"
157,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",98.33,98.54,NA,0.21,NA,NA,0.3,0.2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,0.11,"DM"
158,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",120.15,120.6,NA,0.45,NA,NA,0.307,0.3043,0.3086,0.296,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.3,0.09,"DM"
159,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",118.18,119.3,NA,1.12,NA,NA,0.4262,0.4533,0.459,0.4421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.45,0.28,"DM"
160,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",105.3,107.23,NA,1.93,NA,NA,0.4705,0.4802,0.4535,0.4369,0.4779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.46,0.39,"DM"
161,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",105.46,107.3,NA,1.84,NA,NA,0.4743,0.4304,0.5004,0.4711,0.4437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.46,0.37,"DM"
162,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",107.98,110.31,NA,2.33,NA,NA,0.4606,0.4746,0.4897,0.489,0.4971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.48,0.47,"DM"
163,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",122.06,129.56,NA,7.5,NA,NA,0.6669,0.6705,0.6701,0.6792,0.6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.68,1.5,"DM"
164,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",120.74,127.04,NA,6.3,NA,NA,0.7239,0.677,0.7007,0.6961,0.6653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.69,1.26,"DM"
165,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",107.81,109.32,NA,1.51,NA,NA,0.439,0.48,0.4996,0.4367,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.48,0.3,"DM"
166,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",124.74,136.97,NA,12.23,NA,NA,0.7328,0.7505,0.6627,0.6774,0.7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.7,2.45,"DM"
167,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",103.89,110.99,NA,7.1,NA,NA,0.7412,0.668,0.7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.72,2.37,"DM"
168,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",98.91,105.89,NA,6.98,NA,NA,0.7194,0.7376,0.7221,0.786,0.7606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.75,1.4,"DM"
169,"Rathsburgsee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",128.44,133.78,NA,5.34,NA,NA,0.686,0.6926,0.7008,0.7417,0.6622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.7,1.07,"DM"
170,"Schulzensee","Shallow lake",4367,"Trichoptera","Trichoptera","Athripsodes sp.","Athripsodes aterrimus","HW",93.23,101.3,NA,8.07,NA,NA,0.7636,0.7549,0.6952,0.7504,0.7822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.75,1.61,"DM"
171,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",34.83,35.5,35.18,0.67,0.32,0.11,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4,0.11,"AFDM"
172,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.89,37.35,37.12,0.46,0.23,0.11,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.56,0.12,"AFDM"
173,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",29.91,30.64,30.24,0.73,0.4,0.11,1.39,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.39,0.15,"AFDM"
174,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.64,69.16,52.1,32.52,17.06,0.11,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.01,16.95,"AFDM"
175,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32,69.47,52.15,37.47,17.32,0.03,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.51,17.29,"AFDM"
176,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",33.44,77.42,59.76,43.98,17.66,0.03,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.36,17.63,"AFDM"
177,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",35.48,69.44,50.09,33.96,19.35,0.11,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.2,19.24,"AFDM"
178,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",35.94,68.12,48.44,32.18,19.68,0.11,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.62,19.57,"AFDM"
179,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.47,77.05,56.64,40.58,20.41,0.11,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.13,20.3,"AFDM"
180,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",35.8,75.26,54.63,39.46,20.63,0.03,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,20.6,"AFDM"
181,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32.46,70.72,49.85,38.26,20.87,0.03,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.33,20.84,"AFDM"
182,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",38.3,74.91,53.24,36.61,21.67,0.11,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.9,21.56,"AFDM"
183,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32.47,79.12,56.32,46.65,22.8,0.03,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.27,22.77,"AFDM"
184,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",31.91,76.97,53.39,45.06,23.58,0.03,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.4,23.55,"AFDM"
185,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",37.87,83.25,59.46,45.38,23.79,0.11,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.39,23.68,"AFDM"
186,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",31.97,78.93,53.53,46.96,25.4,0.03,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.84,25.37,"AFDM"
187,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32.18,81.22,54.98,49.04,26.24,0.03,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.33,26.21,"AFDM"
188,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",31.73,77.69,48.12,45.96,29.57,0.03,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.85,29.54,"AFDM"
189,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",37.83,89.04,58.6,51.21,30.44,0.11,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.78,30.33,"AFDM"
190,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",33.23,93.12,62.75,59.89,30.37,0.03,7.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.41,30.34,"AFDM"
191,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",31.23,83.37,52.92,52.14,30.45,0.03,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.72,30.42,"AFDM"
192,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",30.84,83.83,53.35,52.99,30.48,0.03,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.01,30.45,"AFDM"
193,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",37.34,94.88,63.79,57.54,31.09,0.11,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.7,30.98,"AFDM"
194,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",35.41,98.89,63.07,63.48,35.82,0.11,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.48,35.71,"AFDM"
195,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",41.07,104.9,68.84,63.83,36.06,0.11,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.94,35.95,"AFDM"
196,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",37.25,104.39,66.45,67.14,37.94,0.11,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.66,37.83,"AFDM"
197,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32.95,106.3,66.44,73.35,39.86,0.03,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.76,39.83,"AFDM"
198,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",33.82,111.66,66.27,77.84,45.39,0.03,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.14,45.36,"AFDM"
199,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",32.43,101.13,55.21,68.7,45.92,0.03,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.54,45.89,"AFDM"
200,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.73,123.13,76.98,86.4,46.15,0.11,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.95,46.04,"AFDM"
201,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",31.2,124.71,74.57,93.51,50.14,0.03,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.89,50.11,"AFDM"
202,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",33.34,131.16,70.36,97.82,60.8,0.11,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.34,60.69,"AFDM"
203,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.81,141.35,79.95,104.54,61.4,0.11,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.16,61.29,"AFDM"
204,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.13,48.4,41.34,12.27,7.06,0.03,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.81,7.03,"AFDM"
205,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",36.21,49.68,41.99,13.47,7.69,0.11,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.31,7.58,"AFDM"
206,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",41.31,63.86,55.23,22.55,8.63,0.11,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.8,8.52,"AFDM"
207,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",34.27,52.63,42.48,18.36,10.15,0.03,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.53,10.12,"AFDM"
208,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",38.66,63.39,52.2,24.73,11.19,0.11,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,11.08,"AFDM"
209,"Scharmützelsee","Deep dimictic lake",4462,"Gastropoda","Gastropoda","Bithynia tentaculata","Bithynia tentaculata","SH",38.76,61.86,48.92,23.1,12.94,0.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,12.83,"AFDM"
